term_str,n,p,i,n_chars,porter_stem,stop,max_pos,max_pos_group
0,1,9.94965474698028e-06,16.616922104317258,1,0,False,CD,x
000411451,1,9.94965474698028e-06,16.616922104317258,9,000411451,False,CD,x
000548106,1,9.94965474698028e-06,16.616922104317258,9,000548106,False,CD,x
000736,1,9.94965474698028e-06,16.616922104317258,6,000736,False,CD,x
000739,1,9.94965474698028e-06,16.616922104317258,6,000739,False,CD,x
000809949,1,9.94965474698028e-06,16.616922104317258,9,000809949,False,CD,x
001021162,1,9.94965474698028e-06,16.616922104317258,9,001021162,False,CD,x
001133843,1,9.94965474698028e-06,16.616922104317258,9,001133843,False,CD,x
001728981,1,9.94965474698028e-06,16.616922104317258,9,001728981,False,CD,x
002912332,1,9.94965474698028e-06,16.616922104317258,9,002912332,False,CD,x
003241911,1,9.94965474698028e-06,16.616922104317258,9,003241911,False,CD,x
003302274,1,9.94965474698028e-06,16.616922104317258,9,003302274,False,CD,x
004547791,1,9.94965474698028e-06,16.616922104317258,9,004547791,False,CD,x
004603169,1,9.94965474698028e-06,16.616922104317258,9,004603169,False,CD,x
005019960,1,9.94965474698028e-06,16.616922104317258,9,005019960,False,CD,x
005318832,1,9.94965474698028e-06,16.616922104317258,9,005318832,False,CD,x
005606310,1,9.94965474698028e-06,16.616922104317258,9,005606310,False,CD,x
005625901,1,9.94965474698028e-06,16.616922104317258,9,005625901,False,CD,x
010843477,1,9.94965474698028e-06,16.616922104317258,9,010843477,False,CD,x
012255168,1,9.94965474698028e-06,16.616922104317258,9,012255168,False,CD,x
012425091,1,9.94965474698028e-06,16.616922104317258,9,012425091,False,CD,x
013228531,1,9.94965474698028e-06,16.616922104317258,9,013228531,False,CD,x
013451361,1,9.94965474698028e-06,16.616922104317258,9,013451361,False,CD,x
013617470,1,9.94965474698028e-06,16.616922104317258,9,013617470,False,CD,x
015129709,1,9.94965474698028e-06,16.616922104317258,9,015129709,False,CD,x
015152585,1,9.94965474698028e-06,16.616922104317258,9,015152585,False,CD,x
015211709,1,9.94965474698028e-06,16.616922104317258,9,015211709,False,CD,x
015244773,1,9.94965474698028e-06,16.616922104317258,9,015244773,False,CD,x
015310654,1,9.94965474698028e-06,16.616922104317258,9,015310654,False,CD,x
015337039,1,9.94965474698028e-06,16.616922104317258,9,015337039,False,CD,x
024800,1,9.94965474698028e-06,16.616922104317258,6,024800,False,CD,x
05,1,9.94965474698028e-06,16.616922104317258,2,05,False,CD,x
055910,1,9.94965474698028e-06,16.616922104317258,6,055910,False,CD,x
094809,1,9.94965474698028e-06,16.616922104317258,6,094809,False,CD,x
1,42,0.0004178854993731718,11.2246046815385,1,1,False,CD,x
10,10,9.949654746980279e-05,13.294994009429898,2,10,False,CD,x
100,2,1.989930949396056e-05,15.61692210431726,3,100,False,CD,x
1000,2,1.989930949396056e-05,15.61692210431726,4,1000,False,CD,x
1000000,1,9.94965474698028e-06,16.616922104317258,7,1000000,False,CD,x
105,1,9.94965474698028e-06,16.616922104317258,3,105,False,CD,x
12,2,1.989930949396056e-05,15.61692210431726,2,12,False,CD,x
120,1,9.94965474698028e-06,16.616922104317258,3,120,False,CD,x
123,1,9.94965474698028e-06,16.616922104317258,3,123,False,CD,x
1240,1,9.94965474698028e-06,16.616922104317258,4,1240,False,CD,x
13,3,2.984896424094084e-05,15.031959603596103,2,13,False,CD,x
133,1,9.94965474698028e-06,16.616922104317258,3,133,False,CD,x
134000,1,9.94965474698028e-06,16.616922104317258,6,134000,False,CD,x
13yearold,1,9.94965474698028e-06,16.616922104317258,9,13yearold,False,JJ,j
14,1,9.94965474698028e-06,16.616922104317258,2,14,False,CD,x
145,1,9.94965474698028e-06,16.616922104317258,3,145,False,CD,x
15,5,4.9748273734901396e-05,14.294994009429898,2,15,False,CD,x
150,1,9.94965474698028e-06,16.616922104317258,3,150,False,CD,x
15800,1,9.94965474698028e-06,16.616922104317258,5,15800,False,CD,x
1593,1,9.94965474698028e-06,16.616922104317258,4,1593,False,CD,x
15th,3,2.984896424094084e-05,15.031959603596103,4,15th,False,JJ,j
16,1,9.94965474698028e-06,16.616922104317258,2,16,False,CD,x
17,3,2.984896424094084e-05,15.031959603596103,2,17,False,CD,x
1910,1,9.94965474698028e-06,16.616922104317258,4,1910,False,CD,x
1927,1,9.94965474698028e-06,16.616922104317258,4,1927,False,CD,x
1932,1,9.94965474698028e-06,16.616922104317258,4,1932,False,CD,x
1945,1,9.94965474698028e-06,16.616922104317258,4,1945,False,CD,x
1966,1,9.94965474698028e-06,16.616922104317258,4,1966,False,CD,x
1967,1,9.94965474698028e-06,16.616922104317258,4,1967,False,CD,x
1986,1,9.94965474698028e-06,16.616922104317258,4,1986,False,CD,x
1987,2,1.989930949396056e-05,15.61692210431726,4,1987,False,CD,x
1989,1,9.94965474698028e-06,16.616922104317258,4,1989,False,CD,x
1990,1,9.94965474698028e-06,16.616922104317258,4,1990,False,CD,x
1991,4,3.979861898792112e-05,14.61692210431726,4,1991,False,CD,x
1992,10,9.949654746980279e-05,13.294994009429898,4,1992,False,CD,x
1993,1,9.94965474698028e-06,16.616922104317258,4,1993,False,CD,x
1994,2,1.989930949396056e-05,15.61692210431726,4,1994,False,CD,x
2,32,0.00031838895190336897,11.61692210431726,1,2,False,CD,x
20,3,2.984896424094084e-05,15.031959603596103,2,20,False,CD,x
200,1,9.94965474698028e-06,16.616922104317258,3,200,False,CD,x
202436,1,9.94965474698028e-06,16.616922104317258,6,202436,False,CD,x
21,1,9.94965474698028e-06,16.616922104317258,2,21,False,CD,x
22,3,2.984896424094084e-05,15.031959603596103,2,22,False,CD,x
220,1,9.94965474698028e-06,16.616922104317258,3,220,False,CD,x
23,1,9.94965474698028e-06,16.616922104317258,2,23,False,CD,x
230,1,9.94965474698028e-06,16.616922104317258,3,230,False,CD,x
233600,1,9.94965474698028e-06,16.616922104317258,6,233600,False,CD,x
2351,1,9.94965474698028e-06,16.616922104317258,4,2351,False,CD,x
240,1,9.94965474698028e-06,16.616922104317258,3,240,False,CD,x
250,1,9.94965474698028e-06,16.616922104317258,3,250,False,CD,x
27,2,1.989930949396056e-05,15.61692210431726,2,27,False,CD,x
270,2,1.989930949396056e-05,15.61692210431726,3,270,False,CD,x
3,17,0.00016914413069866476,12.52945926306692,1,3,False,CD,x
30,1,9.94965474698028e-06,16.616922104317258,2,30,False,CD,x
300,2,1.989930949396056e-05,15.61692210431726,3,300,False,CD,x
3000,2,1.989930949396056e-05,15.61692210431726,4,3000,False,CD,x
300000,1,9.94965474698028e-06,16.616922104317258,6,300000,False,CD,x
31,1,9.94965474698028e-06,16.616922104317258,2,31,False,CD,x
311382,1,9.94965474698028e-06,16.616922104317258,6,311382,False,CD,x
32,2,1.989930949396056e-05,15.61692210431726,2,32,False,CD,x
33,2,1.989930949396056e-05,15.61692210431726,2,33,False,CD,x
3392,1,9.94965474698028e-06,16.616922104317258,4,3392,False,CD,x
33rd,1,9.94965474698028e-06,16.616922104317258,4,33rd,False,CD,x
4,9,8.954689272282252e-05,13.446997102874947,1,4,False,CD,x
40,3,2.984896424094084e-05,15.031959603596103,2,40,False,CD,x
430,2,1.989930949396056e-05,15.61692210431726,3,430,False,CD,x
5,12,0.00011939585696376336,13.031959603596103,1,5,False,CD,x
50,2,1.989930949396056e-05,15.61692210431726,2,50,False,CD,x
500,3,2.984896424094084e-05,15.031959603596103,3,500,False,CD,x
5000,2,1.989930949396056e-05,15.61692210431726,4,5000,False,CD,x
50km,1,9.94965474698028e-06,16.616922104317258,4,50km,False,CD,x
55,1,9.94965474698028e-06,16.616922104317258,2,55,False,CD,x
5th,3,2.984896424094084e-05,15.031959603596103,3,5th,False,CD,x
6,4,3.979861898792112e-05,14.61692210431726,1,6,False,CD,x
60,3,2.984896424094084e-05,15.031959603596103,2,60,False,CD,x
65,1,9.94965474698028e-06,16.616922104317258,2,65,False,CD,x
7,6,5.969792848188168e-05,14.031959603596103,1,7,False,CD,x
700,2,1.989930949396056e-05,15.61692210431726,3,700,False,CD,x
700am,1,9.94965474698028e-06,16.616922104317258,5,700am,False,CD,x
8,8,7.959723797584224e-05,13.61692210431726,1,8,False,CD,x
9,2,1.989930949396056e-05,15.61692210431726,1,9,False,CD,x
90s,1,9.94965474698028e-06,16.616922104317258,3,90,False,CD,x
93,1,9.94965474698028e-06,16.616922104317258,2,93,False,CD,x
98,1,9.94965474698028e-06,16.616922104317258,2,98,False,CD,x
999,2,1.989930949396056e-05,15.61692210431726,3,999,False,CD,x
999th,1,9.94965474698028e-06,16.616922104317258,5,999th,False,CD,x
a,2120,0.021093268063598195,5.567073554866697,1,a,True,DT,x
aa,5,4.9748273734901396e-05,14.294994009429898,2,aa,False,NNP,n
aaa,2,1.989930949396056e-05,15.61692210431726,3,aaa,False,JJ,j
aah,2,1.989930949396056e-05,15.61692210431726,3,aah,False,NNP,n
abandon,3,2.984896424094084e-05,15.031959603596103,7,abandon,False,VB,v
abandoned,4,3.979861898792112e-05,14.61692210431726,9,abandon,False,VBN,v
abandoning,2,1.989930949396056e-05,15.61692210431726,10,abandon,False,VBG,v
abe,6,5.969792848188168e-05,14.031959603596103,3,abe,False,NNP,n
abekun,4,3.979861898792112e-05,14.61692210431726,6,abekun,False,NNP,n
abilities,1,9.94965474698028e-06,16.616922104317258,9,abil,False,NNS,n
ability,1,9.94965474698028e-06,16.616922104317258,7,abil,False,NN,n
able,30,0.0002984896424094084,11.71003150870874,4,abl,False,JJ,j
aboard,5,4.9748273734901396e-05,14.294994009429898,6,aboard,False,IN,x
abolish,1,9.94965474698028e-06,16.616922104317258,7,abolish,False,VB,v
about,211,0.002099377151612839,8.895822915610074,5,about,True,IN,x
above,9,8.954689272282252e-05,13.446997102874947,5,abov,True,IN,x
abrupt,1,9.94965474698028e-06,16.616922104317258,6,abrupt,False,JJ,j
absence,2,1.989930949396056e-05,15.61692210431726,7,absenc,False,NN,n
absolutely,5,4.9748273734901396e-05,14.294994009429898,10,absolut,False,RB,r
absorb,2,1.989930949396056e-05,15.61692210431726,6,absorb,False,VB,v
absorbed,3,2.984896424094084e-05,15.031959603596103,8,absorb,False,VBN,v
absorbs,1,9.94965474698028e-06,16.616922104317258,7,absorb,False,JJ,j
absurd,1,9.94965474698028e-06,16.616922104317258,6,absurd,False,JJ,j
academy,2,1.989930949396056e-05,15.61692210431726,7,academi,False,NN,n
accept,11,0.00010944620221678308,13.157490485679961,6,accept,False,VB,v
acceptance,1,9.94965474698028e-06,16.616922104317258,10,accept,False,NN,n
accepted,2,1.989930949396056e-05,15.61692210431726,8,accept,False,VBD,v
access,1,9.94965474698028e-06,16.616922104317258,6,access,False,NN,n
accident,5,4.9748273734901396e-05,14.294994009429898,8,accid,False,NN,n
accidents,6,5.969792848188168e-05,14.031959603596103,9,accid,False,NNS,n
accommodating,1,9.94965474698028e-06,16.616922104317258,13,accommod,False,VBG,v
accommodations,1,9.94965474698028e-06,16.616922104317258,14,accommod,False,NNS,n
accompanied,1,9.94965474698028e-06,16.616922104317258,11,accompani,False,VBN,v
accomplish,1,9.94965474698028e-06,16.616922104317258,10,accomplish,False,VB,v
accomplished,1,9.94965474698028e-06,16.616922104317258,12,accomplish,False,VBN,v
accord,1,9.94965474698028e-06,16.616922104317258,6,accord,False,NN,n
accordance,1,9.94965474698028e-06,16.616922104317258,10,accord,False,NN,n
according,2,1.989930949396056e-05,15.61692210431726,9,accord,False,VBG,v
accumulating,1,9.94965474698028e-06,16.616922104317258,12,accumul,False,VBG,v
accurate,1,9.94965474698028e-06,16.616922104317258,8,accur,False,JJ,j
accuse,1,9.94965474698028e-06,16.616922104317258,6,accus,False,VB,v
ace,2,1.989930949396056e-05,15.61692210431726,3,ace,False,NN,n
achieve,2,1.989930949396056e-05,15.61692210431726,7,achiev,False,VB,v
achieved,1,9.94965474698028e-06,16.616922104317258,8,achiev,False,VBN,v
achilles,2,1.989930949396056e-05,15.61692210431726,8,achil,False,NNP,n
aching,1,9.94965474698028e-06,16.616922104317258,6,ach,False,VBG,v
acid,5,4.9748273734901396e-05,14.294994009429898,4,acid,False,JJ,j
acknowledge,1,9.94965474698028e-06,16.616922104317258,11,acknowledg,False,VBP,v
acorn,2,1.989930949396056e-05,15.61692210431726,5,acorn,False,NN,n
acornmice,1,9.94965474698028e-06,16.616922104317258,9,acornmic,False,NN,n
acorns,2,1.989930949396056e-05,15.61692210431726,6,acorn,False,NNS,n
across,4,3.979861898792112e-05,14.61692210431726,6,across,False,IN,x
act,10,9.949654746980279e-05,13.294994009429898,3,act,False,VB,v
acting,10,9.949654746980279e-05,13.294994009429898,6,act,False,VBG,v
action,8,7.959723797584224e-05,13.61692210431726,6,action,False,NN,n
actions,2,1.989930949396056e-05,15.61692210431726,7,action,False,NNS,n
active,1,9.94965474698028e-06,16.616922104317258,6,activ,False,JJ,j
actress,5,4.9748273734901396e-05,14.294994009429898,7,actress,False,NN,n
actually,13,0.00012934551171074363,12.916482386176167,8,actual,False,RB,r
add,2,1.989930949396056e-05,15.61692210431726,3,add,False,VB,v
added,3,2.984896424094084e-05,15.031959603596103,5,ad,False,VBD,v
addition,1,9.94965474698028e-06,16.616922104317258,8,addit,False,NN,n
address,6,5.969792848188168e-05,14.031959603596103,7,address,False,NN,n
addressed,1,9.94965474698028e-06,16.616922104317258,9,address,False,VBN,v
addresses,1,9.94965474698028e-06,16.616922104317258,9,address,False,NNS,n
adjourned,2,1.989930949396056e-05,15.61692210431726,9,adjourn,False,VBD,v
adjustments,1,9.94965474698028e-06,16.616922104317258,11,adjust,False,NNS,n
admirable,2,1.989930949396056e-05,15.61692210431726,9,admir,False,JJ,j
admiration,1,9.94965474698028e-06,16.616922104317258,10,admir,False,NN,n
admired,1,9.94965474698028e-06,16.616922104317258,7,admir,False,VBD,v
admit,4,3.979861898792112e-05,14.61692210431726,5,admit,False,VB,v
admitted,1,9.94965474698028e-06,16.616922104317258,8,admit,False,VBD,v
admonition,1,9.94965474698028e-06,16.616922104317258,10,admonit,False,NN,n
ado,2,1.989930949396056e-05,15.61692210431726,3,ado,False,NN,n
adopt,1,9.94965474698028e-06,16.616922104317258,5,adopt,False,VBP,v
adopted,2,1.989930949396056e-05,15.61692210431726,7,adopt,False,VBD,v
adorable,1,9.94965474698028e-06,16.616922104317258,8,ador,False,JJ,j
adore,2,1.989930949396056e-05,15.61692210431726,5,ador,False,RB,r
adored,1,9.94965474698028e-06,16.616922104317258,6,ador,False,VBD,v
adriano,2,1.989930949396056e-05,15.61692210431726,7,adriano,False,NNP,n
adriatic,8,7.959723797584224e-05,13.61692210431726,8,adriat,False,NNP,n
adrienne,1,9.94965474698028e-06,16.616922104317258,8,adrienn,False,NNP,n
adult,2,1.989930949396056e-05,15.61692210431726,5,adult,False,NN,n
advance,2,1.989930949396056e-05,15.61692210431726,7,advanc,False,VB,v
advanced,7,6.964758322886195e-05,13.809567182259656,8,advanc,False,JJ,j
advances,1,9.94965474698028e-06,16.616922104317258,8,advanc,False,NNS,n
advantage,2,1.989930949396056e-05,15.61692210431726,9,advantag,False,NN,n
adventure,4,3.979861898792112e-05,14.61692210431726,9,adventur,False,NN,n
advice,5,4.9748273734901396e-05,14.294994009429898,6,advic,False,NN,n
advise,1,9.94965474698028e-06,16.616922104317258,6,advis,False,VBP,v
aerial,2,1.989930949396056e-05,15.61692210431726,6,aerial,False,JJ,j
aeronautical,2,1.989930949396056e-05,15.61692210431726,12,aeronaut,False,JJ,j
aeta,1,9.94965474698028e-06,16.616922104317258,4,aeta,False,NN,n
affair,1,9.94965474698028e-06,16.616922104317258,6,affair,False,NN,n
affected,1,9.94965474698028e-06,16.616922104317258,8,affect,False,VBN,v
affecting,1,9.94965474698028e-06,16.616922104317258,9,affect,False,VBG,v
afflicted,1,9.94965474698028e-06,16.616922104317258,9,afflict,False,VBN,v
afford,4,3.979861898792112e-05,14.61692210431726,6,afford,False,VB,v
afraid,34,0.0003382882613973295,11.52945926306692,6,afraid,False,JJ,j
afresh,1,9.94965474698028e-06,16.616922104317258,6,afresh,False,NN,n
after,82,0.000815871689252383,10.259370099699176,5,after,True,IN,x
afternoon,3,2.984896424094084e-05,15.031959603596103,9,afternoon,False,NN,n
again,96,0.0009551668557101069,10.031959603596103,5,again,True,RB,r
against,20,0.00019899309493960559,12.294994009429898,7,against,True,IN,x
age,19,0.0001890434401926253,12.368994590873674,3,age,False,NN,n
aged,2,1.989930949396056e-05,15.61692210431726,4,age,False,VBN,v
agent,2,1.989930949396056e-05,15.61692210431726,5,agent,False,NN,n
agents,1,9.94965474698028e-06,16.616922104317258,6,agent,False,NNS,n
ages,2,1.989930949396056e-05,15.61692210431726,4,age,False,NNS,n
aggressive,1,9.94965474698028e-06,16.616922104317258,10,aggress,False,JJ,j
agitated,1,9.94965474698028e-06,16.616922104317258,8,agit,False,JJ,j
ago,35,0.00034823791614430977,11.487639087372292,3,ago,False,RB,r
agree,4,3.979861898792112e-05,14.61692210431726,5,agre,False,VB,v
agreed,5,4.9748273734901396e-05,14.294994009429898,6,agre,False,VBD,v
agreement,2,1.989930949396056e-05,15.61692210431726,9,agreement,False,NN,n
agricultural,1,9.94965474698028e-06,16.616922104317258,12,agricultur,False,JJ,j
agriculture,4,3.979861898792112e-05,14.61692210431726,11,agricultur,False,NN,n
ah,277,0.0027560543649135373,8.50317993826807,2,ah,False,NN,n
aha,1,9.94965474698028e-06,16.616922104317258,3,aha,False,NNP,n
ahahaha,1,9.94965474698028e-06,16.616922104317258,7,ahahaha,False,NNP,n
ahahahaha,1,9.94965474698028e-06,16.616922104317258,9,ahahahaha,False,NN,n
ahead,19,0.0001890434401926253,12.368994590873674,5,ahead,False,RB,r
ahem,1,9.94965474698028e-06,16.616922104317258,4,ahem,False,NNP,n
ahh,62,0.0006168785943127773,10.662725793930385,3,ahh,False,NN,n
ahha,1,9.94965474698028e-06,16.616922104317258,4,ahha,False,NNP,n
ahhh,21,0.0002089427496865859,12.2246046815385,4,ahhh,False,NN,n
ahhhh,1,9.94965474698028e-06,16.616922104317258,5,ahhhh,False,NN,n
ahhhn,3,2.984896424094084e-05,15.031959603596103,5,ahhhn,False,NNP,n
ahm,2,1.989930949396056e-05,15.61692210431726,3,ahm,False,NNS,n
ahoy,3,2.984896424094084e-05,15.031959603596103,4,ahoy,False,NN,n
ai,3,2.984896424094084e-05,15.031959603596103,2,ai,False,VBP,v
aid,1,9.94965474698028e-06,16.616922104317258,3,aid,False,NN,n
aijin,1,9.94965474698028e-06,16.616922104317258,5,aijin,False,NN,n
aileron,1,9.94965474698028e-06,16.616922104317258,7,aileron,False,NN,n
aim,2,1.989930949396056e-05,15.61692210431726,3,aim,False,NN,n
aimed,1,9.94965474698028e-06,16.616922104317258,5,aim,False,VBN,v
aiming,3,2.984896424094084e-05,15.031959603596103,6,aim,False,VBG,v
air,42,0.0004178854993731718,11.2246046815385,3,air,False,NN,n
airborne,1,9.94965474698028e-06,16.616922104317258,8,airborn,False,JJ,j
aircraft,9,8.954689272282252e-05,13.446997102874947,8,aircraft,False,NN,n
airfield,1,9.94965474698028e-06,16.616922104317258,8,airfield,False,NN,n
airframe,1,9.94965474698028e-06,16.616922104317258,8,airfram,False,NN,n
airplane,5,4.9748273734901396e-05,14.294994009429898,8,airplan,False,NN,n
airplanes,12,0.00011939585696376336,13.031959603596103,9,airplan,False,NNS,n
airraid,7,6.964758322886195e-05,13.809567182259656,7,airraid,False,JJ,j
airraids,1,9.94965474698028e-06,16.616922104317258,8,airraid,False,NNS,n
airs,2,1.989930949396056e-05,15.61692210431726,4,air,False,NNS,n
airship,5,4.9748273734901396e-05,14.294994009429898,7,airship,False,NN,n
airstrip,1,9.94965474698028e-06,16.616922104317258,8,airstrip,False,NN,n
aiuto,6,5.969792848188168e-05,14.031959603596103,5,aiuto,False,NNP,n
akashishi,2,1.989930949396056e-05,15.61692210431726,9,akashishi,False,NNP,n
akebono,1,9.94965474698028e-06,16.616922104317258,7,akebono,False,NNP,n
akita,5,4.9748273734901396e-05,14.294994009429898,5,akita,False,NNP,n
al,3,2.984896424094084e-05,15.031959603596103,2,al,False,NN,n
alabama,1,9.94965474698028e-06,16.616922104317258,7,alabama,False,NNP,n
alarmed,1,9.94965474698028e-06,16.616922104317258,7,alarm,False,VBN,v
aliases,1,9.94965474698028e-06,16.616922104317258,7,alias,False,NNS,n
alights,1,9.94965474698028e-06,16.616922104317258,7,alight,False,NNS,n
alike,2,1.989930949396056e-05,15.61692210431726,5,alik,False,RB,r
alive,28,0.0002785903329154478,11.809567182259656,5,aliv,False,JJ,j
all,495,0.0049250790997552385,7.665637389350287,3,all,True,DT,x
alleviated,1,9.94965474698028e-06,16.616922104317258,10,allevi,False,JJ,j
alley,1,9.94965474698028e-06,16.616922104317258,5,alley,False,NNP,n
alliance,4,3.979861898792112e-05,14.61692210431726,8,allianc,False,NN,n
alliances,2,1.989930949396056e-05,15.61692210431726,9,allianc,False,NNS,n
allied,1,9.94965474698028e-06,16.616922104317258,6,alli,False,VBD,v
allies,1,9.94965474698028e-06,16.616922104317258,6,alli,False,NNS,n
allmetal,4,3.979861898792112e-05,14.61692210431726,8,allmet,False,JJ,j
allow,6,5.969792848188168e-05,14.031959603596103,5,allow,False,VB,v
allowed,1,9.94965474698028e-06,16.616922104317258,7,allow,False,VBN,v
allowing,1,9.94965474698028e-06,16.616922104317258,8,allow,False,VBG,v
allows,1,9.94965474698028e-06,16.616922104317258,6,allow,False,NNS,n
alloy,1,9.94965474698028e-06,16.616922104317258,5,alloy,False,NN,n
almost,35,0.00034823791614430977,11.487639087372292,6,almost,False,RB,r
alone,30,0.0002984896424094084,11.71003150870874,5,alon,False,RB,r
along,15,0.0001492448212047042,12.71003150870874,5,along,False,RB,r
alongside,1,9.94965474698028e-06,16.616922104317258,9,alongsid,False,IN,x
alot,1,9.94965474698028e-06,16.616922104317258,4,alot,False,NN,n
aloud,1,9.94965474698028e-06,16.616922104317258,5,aloud,False,NN,n
already,55,0.0005472310110839154,10.8355623907926,7,alreadi,False,RB,r
alright,5,4.9748273734901396e-05,14.294994009429898,7,alright,False,NN,n
also,33,0.0003283386066503492,11.572527984958805,4,also,False,RB,r
alt,1,9.94965474698028e-06,16.616922104317258,3,alt,False,NNP,n
although,17,0.00016914413069866476,12.52945926306692,8,although,False,IN,x
altitude,1,9.94965474698028e-06,16.616922104317258,8,altitud,False,NN,n
aluminum,1,9.94965474698028e-06,16.616922104317258,8,aluminum,False,NN,n
always,52,0.0005173820468429745,10.916482386176167,6,alway,False,RB,r
am,67,0.0006666268680476788,10.550832913859487,2,am,True,VBP,v
amano,1,9.94965474698028e-06,16.616922104317258,5,amano,False,NNP,n
amateurs,1,9.94965474698028e-06,16.616922104317258,8,amateur,False,NNS,n
amazed,3,2.984896424094084e-05,15.031959603596103,6,amaz,False,JJ,j
amazing,21,0.0002089427496865859,12.2246046815385,7,amaz,False,JJ,j
amazingly,2,1.989930949396056e-05,15.61692210431726,9,amazingli,False,RB,r
ambition,2,1.989930949396056e-05,15.61692210431726,8,ambit,False,NN,n
amen,2,1.989930949396056e-05,15.61692210431726,4,amen,False,NNS,n
america,4,3.979861898792112e-05,14.61692210431726,7,america,False,NNP,n
american,11,0.00010944620221678308,13.157490485679961,8,american,False,JJ,j
americans,2,1.989930949396056e-05,15.61692210431726,9,american,False,NNPS,n
amida,2,1.989930949396056e-05,15.61692210431726,5,amida,False,NNP,n
ammo,2,1.989930949396056e-05,15.61692210431726,4,ammo,False,NN,n
among,6,5.969792848188168e-05,14.031959603596103,5,among,False,IN,x
amongst,1,9.94965474698028e-06,16.616922104317258,7,amongst,False,JJ,j
amount,5,4.9748273734901396e-05,14.294994009429898,6,amount,False,NN,n
amounts,3,2.984896424094084e-05,15.031959603596103,7,amount,False,NNS,n
ample,1,9.94965474698028e-06,16.616922104317258,5,ampl,False,JJ,j
an,210,0.002089427496865859,8.902676586651136,2,an,True,DT,x
ana,1,9.94965474698028e-06,16.616922104317258,3,ana,False,NN,n
anata,2,1.989930949396056e-05,15.61692210431726,5,anata,False,JJ,j
anchor,3,2.984896424094084e-05,15.031959603596103,6,anchor,False,NN,n
ancient,10,9.949654746980279e-05,13.294994009429898,7,ancient,False,JJ,j
and,1314,0.013073846337532087,6.25717254399493,3,and,True,CC,x
angel,10,9.949654746980279e-05,13.294994009429898,5,angel,False,NNP,n
anger,15,0.0001492448212047042,12.71003150870874,5,anger,False,NN,n
angering,1,9.94965474698028e-06,16.616922104317258,8,anger,False,VBG,v
angle,2,1.989930949396056e-05,15.61692210431726,5,angl,False,NN,n
angou,1,9.94965474698028e-06,16.616922104317258,5,angou,False,NN,n
angrier,1,9.94965474698028e-06,16.616922104317258,7,angrier,False,JJR,j
angrily,2,1.989930949396056e-05,15.61692210431726,7,angrili,False,RB,r
angry,19,0.0001890434401926253,12.368994590873674,5,angri,False,JJ,j
animal,5,4.9748273734901396e-05,14.294994009429898,6,anim,False,JJ,j
animals,5,4.9748273734901396e-05,14.294994009429898,7,anim,False,NNS,n
animation,5,4.9748273734901396e-05,14.294994009429898,9,anim,False,NN,n
animedia,5,4.9748273734901396e-05,14.294994009429898,8,animedia,False,NN,n
anisama,4,3.979861898792112e-05,14.61692210431726,7,anisama,False,NN,n
aniyaku,15,0.0001492448212047042,12.71003150870874,7,aniyaku,False,NNP,n
anna,1,9.94965474698028e-06,16.616922104317258,4,anna,False,NNP,n
annihilate,1,9.94965474698028e-06,16.616922104317258,10,annihil,False,NN,n
annihilated,1,9.94965474698028e-06,16.616922104317258,11,annihil,False,VBN,v
announced,1,9.94965474698028e-06,16.616922104317258,9,announc,False,VBD,v
annoyed,1,9.94965474698028e-06,16.616922104317258,7,annoy,False,VBN,v
anonymous,2,1.989930949396056e-05,15.61692210431726,9,anonym,False,NNP,n
another,49,0.00048753308260203373,11.00221226020205,7,anoth,False,DT,x
answer,11,0.00010944620221678308,13.157490485679961,6,answer,False,NN,n
answered,4,3.979861898792112e-05,14.61692210431726,8,answer,False,VBD,v
answering,1,9.94965474698028e-06,16.616922104317258,9,answer,False,VBG,v
answers,3,2.984896424094084e-05,15.031959603596103,7,answer,False,NNS,n
anta,1,9.94965474698028e-06,16.616922104317258,4,anta,False,NNP,n
antenna,2,1.989930949396056e-05,15.61692210431726,7,antenna,False,NN,n
anticipated,1,9.94965474698028e-06,16.616922104317258,11,anticip,False,VBN,v
anxious,2,1.989930949396056e-05,15.61692210431726,7,anxiou,False,JJ,j
anxiously,1,9.94965474698028e-06,16.616922104317258,9,anxious,False,RB,r
any,98,0.0009750661652040675,10.00221226020205,3,ani,True,DT,x
anybody,5,4.9748273734901396e-05,14.294994009429898,7,anybodi,False,NN,n
anyhow,2,1.989930949396056e-05,15.61692210431726,6,anyhow,False,NN,n
anymore,21,0.0002089427496865859,12.2246046815385,7,anymor,False,RB,r
anyone,18,0.00017909378544564504,12.446997102874947,6,anyon,False,NN,n
anything,50,0.000497482737349014,10.973065914542534,8,anyth,False,NN,n
anytime,3,2.984896424094084e-05,15.031959603596103,7,anytim,False,RB,r
anyway,21,0.0002089427496865859,12.2246046815385,6,anyway,False,RB,r
anywhere,8,7.959723797584224e-05,13.61692210431726,8,anywher,False,RB,r
aogaeru,6,5.969792848188168e-05,14.031959603596103,7,aogaeru,False,NNP,n
aogauru,1,9.94965474698028e-06,16.616922104317258,7,aogauru,False,NNP,n
aoki,3,2.984896424094084e-05,15.031959603596103,4,aoki,False,NNP,n
aokisan,3,2.984896424094084e-05,15.031959603596103,7,aokisan,False,NNP,n
apart,7,6.964758322886195e-05,13.809567182259656,5,apart,False,RB,r
apartment,1,9.94965474698028e-06,16.616922104317258,9,apart,False,NN,n
apartments,1,9.94965474698028e-06,16.616922104317258,10,apart,False,NNP,n
