term_str,PC0,PC1,PC2,PC3,PC4
melody,-1.7480839950781815e-05,-3.197013396004792e-05,-5.046094569095228e-05,-7.85507979598462e-05,-0.00013641145365512534
melons,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
melted,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
melting,0.00026958404360068357,6.658754481846307e-05,1.5864680906217585e-05,4.703955265262531e-06,-5.894113130308773e-07
melts,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
member,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
memorable,-7.568240327884655e-06,-1.3095565478678627e-05,-1.612669439406123e-05,-1.597440397537854e-05,4.060482846244693e-06
memories,-1.969711126985582e-05,-3.491627785663883e-05,-9.197346027708985e-06,-3.50486298900673e-05,8.519433011336905e-05
memory,-1.7480839950781815e-05,-3.197013396004792e-05,-5.046094569095228e-05,-7.85507979598462e-05,-0.00013641145365512534
men,-4.149264817671358e-05,-7.568618921243711e-05,-3.7630047221703155e-05,6.04877219068953e-05,-5.336086593824845e-05
menstruation,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
mental,-1.2346476291717726e-05,-2.213087919537796e-05,-2.8931214798494673e-05,-3.589626997829423e-05,1.3072221006167883e-05
mentally,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
mentioned,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
meow,-1.3516313335301455e-05,-2.347122170676966e-05,-2.5632080018989662e-05,-2.1613277643645184e-05,4.8063152938380925e-08
merchants,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
mere,-1.4765645384685554e-05,-2.649546899630696e-05,-3.715786931044258e-05,-4.424720454837841e-05,-5.4437387789638224e-05
merely,-1.7480839950781815e-05,-3.197013396004792e-05,-5.046094569095228e-05,-7.85507979598462e-05,-0.00013641145365512534
mermaid,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
merrier,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
mess,-2.6364124472869485e-05,-5.063377957056225e-05,6.452519572296345e-05,-4.464966078913315e-05,0.00011534222603735015
message,-1.3347000688789164e-05,-2.295441131782853e-05,-3.2773723331903224e-05,-2.527038006636757e-05,-1.7450794977114476e-05
messed,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
messenger,-1.8160262555468173e-05,-3.187159720367686e-05,-4.345053488103808e-05,-3.3229222535749244e-05,-3.504628232014675e-05
messengers,-1.1763207559123718e-05,-2.4185244939362412e-05,7.094352128492269e-05,3.1570131327925783e-06,-2.5428755035231624e-05
met,-0.0001347060854479769,0.00030837991950656335,2.3481837783938966e-06,-2.3376520588545157e-06,1.8624842834262855e-05
metal,-2.0533841624242735e-05,-3.417691567223918e-05,-4.6383145310035644e-05,-4.483564879767639e-05,6.955932260656386e-06
metallic,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
meter,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
meters,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
metropolitan,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
mhm,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
mice,-7.307255760256715e-05,0.0001877359483609257,3.1358577984281742e-06,-1.3329358099491255e-05,5.834119762268387e-06
michelle,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
micro,0.00026958404360068357,6.658754481846307e-05,1.5864680906217585e-05,4.703955265262531e-06,-5.894113130308773e-07
midair,-6.758156667650127e-06,-1.173561085338378e-05,-1.2816040009493688e-05,-1.0806638821821616e-05,2.4031576469201507e-08
middle,-1.990475163505074e-05,-3.724763252090692e-05,6.3458053813105e-06,-4.7733392409065317e-05,-3.795193580080142e-05
midnight,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
midst,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
might,-2.7287796970003997e-05,-8.593879961739064e-06,-2.5835243612459594e-05,-3.9875673013303135e-05,-1.1473496866435736e-05
mighty,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
mikado,-1.1284854417608704e-05,-1.9948278498566486e-05,-2.5163296570968253e-05,-2.073297783802796e-05,-5.6226497401323554e-06
milady,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
milan,-2.0799040492703234e-05,-3.380703935065825e-05,-4.703033675705444e-05,-1.6186744736841448e-05,1.45471358992044e-06
miles,-1.531871929389122e-05,-2.970038123311559e-05,3.9882185210292085e-05,-1.3570703494300364e-05,-3.622305947643964e-05
military,-1.4520724884060776e-05,-2.396328879021007e-05,-3.6348032030178346e-05,-3.257239928058851e-05,-2.2960852261136925e-05
milk,0.0005045977398695422,8.911531075221329e-05,8.668521027999664e-05,-1.0285705861152737e-05,-5.112133725991353e-05
milkbased,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
milkgruel,-6.758156667650127e-06,-1.173561085338378e-05,-1.2816040009493688e-05,-1.0806638821821616e-05,2.4031576469201507e-08
mincemeat,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
mind,-2.5039432484463083e-05,-4.6634088893618426e-05,3.298846929282634e-05,-2.7404739591944437e-05,-2.7347509007310416e-05
minds,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
mine,-3.377361427011688e-05,1.6584823136122952e-05,2.729715212785923e-05,5.6312933982208e-05,-3.3186858978519983e-06
miners,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
mines,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
minimize,-1.5856829111035153e-05,-2.7153865628235018e-05,-3.4792675586483276e-05,-3.059775080032518e-05,1.4773128298172499e-06
mining,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
miniskirt,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
minister,-4.7429286130512454e-05,-9.259460030351602e-05,6.742270657722111e-05,-0.00012319717138272376,-0.00029816926861742115
minor,-1.3824931267568941e-05,-2.2808258345088377e-05,-3.0178662849025052e-05,-3.0242663178196575e-05,5.884354652778521e-06
mints,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
minute,-7.47258662024073e-05,8.198650060874975e-05,1.2995782149532004e-05,-1.967631045042763e-05,0.00011054050506697892
minutes,4.328946221792402e-05,-3.137426416746904e-05,-1.442982987590993e-05,1.1881404741312153e-05,2.4677609935567833e-06
miracle,-1.5403593942161947e-05,-2.6604142888775358e-05,-4.236596566579612e-05,-2.7932487335903822e-05,-7.81920907076041e-05
miraculous,-1.2123676310500137e-05,-2.1594885134669573e-05,-3.4222983124979136e-05,-3.9257749961793595e-05,-7.911901160926097e-05
miraculously,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
mirald,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
miserable,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
misfortune,-1.1284854417608704e-05,-1.9948278498566486e-05,-2.5163296570968253e-05,-2.073297783802796e-05,-5.6226497401323554e-06
mispronounces,-9.087054360649962e-05,0.00026936276190924494,2.3540349416308355e-05,5.8534753981287895e-06,-8.025388520741435e-07
miss,-4.306980899955958e-05,-7.520464084055654e-05,-5.975238787944014e-05,-8.144336807980016e-05,6.267409447817853e-05
missed,-6.636880106751426e-05,4.321128750393743e-05,0.0001642855301342813,-1.4905533524138818e-06,-6.860872555227161e-06
missing,-1.868999214453977e-05,-3.683687372152467e-05,8.121564382782048e-05,-9.641854395774232e-07,-4.633290170327342e-05
mission,-1.5226700652550797e-05,-2.9334995658943944e-05,2.8589770047203442e-05,-3.600980909868232e-05,0.00016851631570225523
mist,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
mistake,1.4337287747122182e-05,0.00016945686738279359,1.0830533773389488e-07,-2.3957902135731838e-05,1.1172402273457435e-05
mistaken,-1.8521622946275386e-05,-3.330500886481932e-05,-6.931067998242342e-05,0.0002957367875777097,1.1399775404999465e-05
mistakes,-1.2297219658398232e-05,-2.0766680579271475e-05,-2.445480115071309e-05,-1.9398356310156513e-05,2.2988980343004523e-06
mister,1.9346189940771235e-05,0.00021075381495668687,-6.437434179493962e-06,-1.5124268361483044e-05,1.2503505286998642e-06
mistress,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
misunderstand,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
mitchan,-0.0002726116308194988,0.000808088285727735,7.06210482489251e-05,1.7560426194386367e-05,-2.407616556222428e-06
mito,-0.00013093054850838598,-0.00022613521455460689,-0.00036011070815929305,-0.00023742614235519957,-0.0006646327710146828
mitsubishi,-1.5856829111035153e-05,-2.7153865628235018e-05,-3.4792675586483276e-05,-3.059775080032518e-05,1.4773128298172499e-06
mitsuo,-1.2297219658398232e-05,-2.0766680579271475e-05,-2.445480115071309e-05,-1.9398356310156513e-05,2.2988980343004523e-06
mix,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
mixed,-1.2924533966200329e-05,-2.422652737137806e-05,-7.702838585090464e-06,9.543727959064452e-05,8.685450465930198e-05
miyatsuko,-4.370209987695672e-05,-7.992533490012385e-05,-0.00012615236422738697,-0.0001963769948996254,-0.00034102863413783046
mizukusai,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
mm,-0.00024361503545760596,-8.998501268573086e-05,0.001608724705578756,0.00020880428713851234,-0.0004833780430809223
mmarkl,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
mmhm,-4.124367770529406e-05,-9.130425503779906e-05,0.000435183046923411,5.859221127800794e-05,-0.00012670134187170478
mmhmm,-1.0629750636985196e-05,-1.960395627577733e-05,8.834412971344178e-06,-2.0745242845257706e-05,8.349923657887537e-05
mmm,-0.00011929966829371133,-0.00013289649826470564,0.0007916088752158322,0.00010909637587188954,-0.0001472790745261708
mmmhmmm,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
mmmm,-2.0621838852645876e-05,-4.565212751889695e-05,0.00021759152346169302,2.929610563900231e-05,-6.335067093584874e-05
mmmmm,-1.422755475351676e-05,-2.4969820014183608e-05,-7.907829069192909e-06,-3.537854977645036e-05,7.26174155285337e-05
moaning,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
mob,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
mobilized,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
mockery,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
model,-1.3516313335301455e-05,-2.347122170676966e-05,-2.5632080018989662e-05,-2.1613277643645184e-05,4.8063152938380925e-08
modern,-1.5856829111035153e-05,-2.7153865628235018e-05,-3.4792675586483276e-05,-3.059775080032518e-05,1.4773128298172499e-06
modest,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
modify,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
moles,-8.146620737475113e-06,-1.3748616749657121e-05,-1.867009511959345e-05,-1.2801145038956248e-05,3.570480659636475e-06
molten,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
mom,-0.00012615424096268634,-0.00022015326081289106,-0.00010138466779283987,-0.0003041468638293786,0.0003400501028228709
moment,5.406354181924096e-06,1.1109479624041053e-05,-1.1448647208292015e-05,-8.793669841096995e-06,-1.9533878475052593e-05
moments,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
mommm,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
mommy,5.1888552221778744e-05,-0.00013517913199190466,-0.00016167110812461777,-0.00025876805607222687,0.00025631997922783377
monarchy,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
monday,-7.153711789610206e-05,0.0001909585969469936,8.341608087974363e-06,-2.835630715945795e-06,2.5579437151922555e-07
money,-4.753662668100718e-05,-8.125091371145549e-05,-9.145184485443037e-05,-2.4085738714012e-06,6.954676967979237e-05
monica,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
monitor,-1.967016097220525e-05,-3.3847291747789044e-05,-4.126926828765028e-05,-3.9100501473162815e-05,8.968512459736355e-06
monitored,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
monitors,-1.2297219658398232e-05,-2.0766680579271475e-05,-2.445480115071309e-05,-1.9398356310156513e-05,2.2988980343004523e-06
monk,-7.195006337380369e-06,-1.2793840901311246e-05,-1.6387899107835544e-05,-1.6466445877440998e-05,1.1400043788932677e-06
monkey,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
monkeycrab,-9.087054360649962e-05,0.00026936276190924494,2.3540349416308355e-05,5.8534753981287895e-06,-8.025388520741435e-07
monks,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
monocoque,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
monogrammed,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
mononoke,-5.0781844879243004e-05,-8.97672532435559e-05,-0.00011323483456936561,-9.329840027113278e-05,-2.5301923830597407e-05
mononokehime,-2.2569708835218678e-05,-3.989655699713522e-05,-5.032659314193929e-05,-4.1465955676058245e-05,-1.1245299480265316e-05
monopolize,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
monopolizing,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
monster,-3.172090282686231e-05,-6.057615773350237e-05,6.050054347691172e-05,-3.6103725327078194e-05,1.539918911273173e-05
monsters,-1.9812442235829512e-05,-3.7885848631421436e-05,3.192968523538948e-05,-2.450485744291207e-05,-1.4140828965387531e-05
month,-2.0611252603633062e-05,-3.4781069597255765e-05,-4.341752800914392e-05,-2.7844918734811965e-05,1.0253039157589306e-06
monthly,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
months,-2.0883993289301717e-05,-3.7566136722142016e-05,-2.316558095562498e-05,-4.883225381351087e-05,7.843009647455699e-05
moon,3.524285987550687e-05,-7.1045991788647e-05,-0.00012944899978065816,-0.0001874500385179263,-0.0002553431540562076
moonlight,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
moonlit,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
mooska,-0.00012965136062393406,-0.00023313506205374654,-0.00048517475987698756,0.002070157513044069,7.97984278350006e-05
mop,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
more,-0.0,0.0,0.0,0.0,0.0
morning,8.388652412800214e-05,5.473104396074106e-05,2.964609445259836e-05,4.641144874262514e-07,-5.375725675343228e-06
mornings,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
moro,-8.463640813207289e-05,-0.0001496120887392621,-0.00018872472428227885,-0.00015549733378522363,-4.21698730509963e-05
morons,-1.3866026995135076e-05,-2.253802623377149e-05,-3.135355783803537e-05,-1.0791163157893955e-05,9.698090599469093e-07
mortal,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
mosquitoes,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
mosquitos,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
most,-1.820035911971491e-05,-3.356319788414139e-05,2.1538262035687596e-06,-3.472772928581692e-05,2.7616566520029287e-06
mostly,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
moth,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
mother,-2.629150102966691e-05,0.00017420921216369995,2.4315428048669735e-05,-3.5478049108489692e-06,-6.637157268462146e-06
mothers,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
motion,-1.4782603612025262e-05,-2.612650262923401e-05,-3.69517269247435e-05,-3.676614762127187e-05,-1.9188678982838188e-05
motto,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
mound,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
mount,-4.370209987695672e-05,-7.992533490012385e-05,-0.00012615236422738697,-0.0001963769948996254,-0.00034102863413783046
mountain,0.000193219916446519,-8.874260301310128e-05,-0.00020630518598519697,-0.00014033496093933685,-0.0001695755861683623
mountainbred,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
mountains,-3.445770753573234e-05,-6.120263622786393e-05,-8.764551972093392e-05,-3.588949126410753e-05,-7.779993272467094e-05
mouse,-2.4935175283751395e-05,-4.542232075101781e-05,-3.261722062301143e-05,-6.570250635120164e-05,8.159298031517142e-05
moustache,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
mouth,-5.317738337641668e-05,1.7833401175316085e-05,5.561996474643199e-06,-6.51220769785868e-05,0.00016262364628533482
mouthpiece,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
mouths,-8.88058017037804e-06,-1.545036241150608e-05,-1.9938012655031165e-05,-2.0103343342691335e-05,3.757584729978528e-06
move,-5.954869104766343e-05,9.175606792978768e-06,2.645682820627659e-05,3.356969519164092e-05,-4.3273724764319324e-05
moved,-5.312356299287969e-05,4.0982588270548425e-05,2.7900170910006373e-05,7.972756913124898e-05,-2.569850964332181e-05
movers,-1.6535068763693436e-05,-3.240737221465142e-05,4.841738988194895e-05,-3.6871338579924785e-05,0.00022418563149831543
moves,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
movie,-1.0212603894110267e-05,-1.7464449354917222e-05,-2.463516174066153e-05,-1.7449709784751765e-05,-2.7979940452585346e-05
moving,3.223088697433237e-05,-5.874310991857682e-05,0.000146700212160398,0.00011767763325892305,-7.153539819773241e-05
mowing,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
mr,-0.0001283267840461814,0.00013278366044221156,-5.029682650827275e-05,-0.00010583680076136166,-3.845620787809938e-05
mrs,-6.301758167211595e-05,-0.00012357022291726007,0.0002523320787567379,-1.2956804904699118e-05,-9.149961591978853e-05
much,-0.0,0.0,0.0,0.0,0.0
muchanticipated,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
mud,-9.087054360649962e-05,0.00026936276190924494,2.3540349416308355e-05,5.8534753981287895e-06,-8.025388520741435e-07
mudslides,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
mugwort,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
mugworth,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
multiple,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
multiply,-1.8445829487598546e-05,-3.115002086890924e-05,-3.668220172607203e-05,-2.909753446523663e-05,3.4483470514509546e-06
multiplying,-1.0212603894110267e-05,-1.7464449354917222e-05,-2.463516174066153e-05,-1.7449709784751765e-05,-2.7979940452585346e-05
murder,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
murdered,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
murderer,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
murderers,-1.3281684810868789e-05,-2.6639097290787467e-05,6.460132325708633e-05,5.027322949110204e-07,-5.2183310554959e-05
murky,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
mushrooms,-2.622125992617345e-05,-4.7955200940073226e-05,-7.569141853643049e-05,-0.00011782619693977263,-0.00020461718048269366
music,-1.6224693602230995e-05,-2.8302572277324688e-05,-3.648266300708697e-05,-4.0556424201795966e-05,-3.845646970887882e-05
must,-0.0,0.0,0.0,0.0,0.0
mustard,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
muttering,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
muzsikas,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
my,-0.0,0.0,0.0,0.0,0.0
myself,1.6248298794983433e-05,-2.3974636390932523e-05,-1.284580218066659e-09,-2.8051513272374882e-05,-8.245773958161274e-06
mysterious,-2.5014774446652435e-05,-4.417404090103878e-05,-8.234482659419826e-05,0.00019746562530232627,-4.924934474431658e-05
mystery,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
n,-2.459443931679762e-05,-4.153336115854492e-05,-4.890960230142851e-05,-3.879671262031485e-05,4.59779606860112e-06
na,-4.382340444756579e-05,-0.00017665004174272084,0.0002261735244518878,-0.0001335443519543044,0.0005544245418719056
naca,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
nagano,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
nago,-1.6927281626414306e-05,-2.9922417747851945e-05,-3.7744944856455185e-05,-3.109946675704424e-05,-8.43397461019917e-06
nagonokami,-2.8212136044024255e-05,-4.987069624642065e-05,-6.290824142742622e-05,-5.183244459507455e-05,-1.4056624350332128e-05
nagoya,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
nah,-2.459443931679762e-05,-4.153336115854492e-05,-4.890960230142851e-05,-3.879671262031485e-05,4.59779606860112e-06
nahnaughty,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
nahoko,-0.00011099780377724614,-0.00019007705939764528,-0.0002435487291053831,-0.0002141842556022763,1.0341189808720709e-05
nails,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
nakayama,-2.459443931679762e-05,-4.153336115854492e-05,-4.890960230142851e-05,-3.879671262031485e-05,4.59779606860112e-06
nakayamakun,-3.074304914599671e-05,-5.1916701448180636e-05,-6.113700287678499e-05,-4.849589077539312e-05,5.7472450857512875e-06
naked,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
namasu,-1.2297219658398232e-05,-2.0766680579271475e-05,-2.445480115071309e-05,-1.9398356310156513e-05,2.2988980343004523e-06
name,3.943827816886104e-05,-2.9993023856565313e-06,1.397752557232374e-05,1.4341711104523183e-05,7.576519074697136e-05
named,-2.3618818168837892e-05,-4.30343917776584e-05,-2.8983387340971144e-06,-4.303706332672496e-05,-6.447365732226155e-05
nameless,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
nami,-0.00018174108721299924,0.0005387255238184899,4.708069883261671e-05,1.1706950796257579e-05,-1.605077704148287e-06
naming,-1.7480839950781815e-05,-3.197013396004792e-05,-5.046094569095228e-05,-7.85507979598462e-05,-0.00013641145365512534
nanako,-4.918887863359524e-05,-8.306672231708984e-05,-9.781920460285702e-05,-7.75934252406297e-05,9.19559213720224e-06
naoko,-1.2297219658398232e-05,-2.0766680579271475e-05,-2.445480115071309e-05,-1.9398356310156513e-05,2.2988980343004523e-06
naokochan,-1.8445829487598546e-05,-3.115002086890924e-05,-3.668220172607203e-05,-2.909753446523663e-05,3.4483470514509546e-06
